顧客番号,契約年月日,年齢,性別,出身地,購入年月日,購買金額
C0294,20211006,33,2,北海道,20250515,47253.0
C0919,20201229,67,2,東北,20250823,34377.0
C1174,20220714,63,1,東北,20250912,37082.0
C1156,20210828,79,1,九州,20250315,11258.0
C0433,20200723,37,1,中国,20251124,33077.0
C0059,20240131,59,1,九州,20251228,27779.0
C0969,20230818,50,2,近畿,20251003,19154.0
C0836,20221202,31,2,中部,20250728,24684.0
C0199,20201022,23,1,九州,20250924,10389.0
C0215,20210930,67,1,関東,20250524,21324.0
C0898,20230515,66,2,九州,20250211,22685.0
C1585,20231106,38,2,東北,20250812,22195.0
C0472,20200125,44,2,北海道,20251212,16797.0
C1768,20231230,63,1,九州,20250221,41439.0
C0247,20220502,26,1,中国,20251104,774.0
C0382,20231208,71,2,九州,20250517,26633.0
C0991,20200415,19,2,北海道,20250714,44331.0
C1263,20230605,57,1,北海道,20250405,-4204.0
C0927,20220624,30,1,中国,20250915,35047.0
C1391,20200710,30,2,九州,20250125,23389.0
C1192,20221013,50,1,四国,20250820,2188.0
C0560,20221207,49,2,近畿,20251128,18696.0
C1075,20210225,78,1,九州,20250404,-2976.0
C1835,20230328,41,2,九州,20251216,2666.0
C1634,20220201,80,1,関東,20250809,30985.0
C1975,20230225,24,2,北海道,20251024,1584.0
C1752,20200316,25,2,九州,20250722,20462.0
C0689,20201231,79,1,関東,20251209,22044.0
C0380,20220127,34,1,北海道,20250322,285.0
C0474,20230101,77,2,近畿,20250724,2370.0
C1104,20210117,75,1,四国,20250318,12903.0
C0697,20200817,58,1,中部,20250207,27499.0
C1391,20200710,30,2,九州,,27368.0
C1485,20240928,73,1,中国,20250211,17995.0
C0911,20221223,70,1,近畿,20250701,34624.0
C1563,20220819,36,2,東北,20250902,30200.0
C1476,20241223,44,2,中部,20250714,17841.0
C1488,20210210,18,1,四国,20250319,-134.0
C0960,20200614,29,1,四国,20251116,8566.0
C0478,20240609,46,2,中部,20250505,32822.0
C1004,20200415,61,1,四国,20250521,36876.0
C0926,20211228,65,1,近畿,20250127,46222.0
C1444,20240222,54,1,近畿,20251111,23552.0
C0707,20230723,23,2,中国,20251117,29549.0
C1238,20220520,46,2,東北,20251008,19914.0
C1393,20230614,31,2,北海道,20251020,45668.0
C0854,20240101,64,1,北海道,20250830,38830.0
C1138,20230719,72,2,四国,20250824,39542.0
C1017,20220907,38,2,九州,20250722,49643.0
C0754,20230222,34,2,四国,20251123,17333.0
C0503,20210118,79,1,近畿,20250522,10958.0
C1660,20220712,26,2,北海道,20250404,47442.0
C0817,20220418,31,1,中国,20250601,15954.0
C0588,20231124,66,1,北海道,20250910,4638.0
C1335,20200701,23,2,四国,20250308,29147.0
C1493,20240404,62,1,東北,20250625,4675.0
C1848,20200712,36,2,北海道,20250413,19054.0
C0708,20240802,56,2,北海道,20250401,38034.0
C1887,20230409,71,2,近畿,20250712,26661.0
C1068,20230614,30,1,九州,20250615,NaN
C1439,20240624,21,2,中部,20250331,42963.0
C1722,20220925,48,1,中部,20251122,20822.0
C1879,20240629,66,2,四国,20251111,5929.0
C1270,20231010,18,2,北海道,20250925,267.0
C1973,20241017,39,1,中国,20250220,47647.0
C1108,20240429,25,2,四国,20250615,31025.0
C0207,20240331,52,2,中国,20250623,7069.0
C0151,20200918,26,1,関東,20250815,-4019.0
C0668,20200609,52,2,東北,20250923,38436.0
C0528,20241104,63,2,北海道,20250109,13472.0
C0165,20231203,23,2,北海道,20250328,NaN
C0917,20230126,45,2,関東,20250404,20587.0
C1999,20200502,60,1,近畿,20250221,6656.0
C1169,20210423,66,1,四国,20250628,22326.0
C1010,20220428,23,2,近畿,20251005,13510.0
C0037,20221118,75,2,北海道,20250827,48964.0
C0333,20220427,31,2,四国,20250314,35831.0
C0403,20240501,50,1,北海道,20251205,48013.0
C0414,20200516,63,1,中国,20250313,13975.0
C0045,20200805,65,2,近畿,20250309,4665.0
C1426,20211128,26,2,関東,20250105,22097.0
C0206,20201126,26,1,中部,20251205,20741.0
C0062,20240908,31,1,東北,20250826,47474.0
C0420,20200713,30,2,中国,20250501,1437.0
C0868,20210919,77,2,関東,20250730,20185.0
C1492,20220912,67,1,東北,20250919,5375.0
C0820,20240805,80,1,四国,20251121,22107.0
C0019,20240113,42,2,近畿,20250227,25484.0
C0365,20231027,32,1,中国,20250212,30629.0
C1324,20230729,66,2,中部,20250716,40610.0
C1031,20221107,21,1,関東,20250313,45807.0
C1785,20200811,34,1,北海道,20250401,45907.0
C0428,20200520,69,2,関東,20250206,20835.0
C1141,20220127,39,2,東北,20251110,24743.0
C0580,20210805,63,2,関東,20250825,25917.0
C1531,20201220,58,2,九州,20251020,33995.0
C0546,20231208,34,2,北海道,20250603,48790.0
C1730,20230710,60,2,近畿,20250619,6424.0
C0325,20210720,60,2,四国,20250929,4643.0
C0055,20230903,56,1,中国,20250420,5310.0
C0778,20240928,33,2,中国,20250531,13951.0
C0992,20200629,23,2,九州,20250511,21568.0
C0042,20201226,24,1,九州,20250925,10233.0
C1321,20200414,59,2,北海道,20250123,8200.0
C1997,20211024,35,2,近畿,20250519,47275.0
C0231,20210508,31,2,東北,20251104,16548.0
C0453,20220327,22,2,中国,20250827,5532.0
C1914,20221012,30,2,関東,20250711,18465.0
C0394,20220720,53,2,東北,20250507,16291.0
C1546,20231112,57,2,中国,20250129,37448.0
C1382,20230619,42,2,関東,20250501,NaN
C1468,20200611,54,2,関東,20250717,21149.0
C1152,20230122,31,1,中部,20250623,16346.0
C0691,20240307,77,2,中国,20250524,5619.0
C1429,20211104,26,2,近畿,20250628,34918.0
C0392,20221016,46,1,関東,20251223,-3234.0
C1217,20240510,20,2,関東,20250111,-1451.0
C0604,20240108,25,2,近畿,20250519,13693.0
C0881,20200603,39,1,北海道,20250910,26922.0
C1767,20231225,38,2,近畿,20251211,37402.0
C1102,20240607,27,2,近畿,20251110,29744.0
C0085,20200120,42,1,東北,20250119,43328.0
C1054,20241221,35,1,九州,20250609,7165.0
C1749,20220306,59,1,四国,20251102,18564.0
C0049,20200117,40,2,近畿,20250502,30258.0
C1801,20231022,54,1,中部,20250313,20301.0
C1169,20210423,66,1,四国,20250224,39763.0
C0069,20230930,51,2,北海道,20250618,15765.0
C1082,20240416,24,1,東北,20250409,39787.0
C0697,20200817,58,1,中部,20250311,2425.0
C1598,20240629,68,1,四国,20250529,7857.0
C0479,20201201,70,1,関東,20250427,47771.0
C0820,20240805,80,1,四国,20250126,22463.0
C1469,20201231,78,2,近畿,20250905,17444.0
C1320,20210404,69,1,中国,20250728,NaN
C1702,20230916,40,2,関東,20250815,31744.0
C1195,20200312,58,2,九州,20250424,9205.0
C1599,20230315,60,2,北海道,20250713,-4296.0
C0147,20200215,18,1,四国,20251117,452.0
C1508,20210709,69,2,四国,20250110,40617.0
C1330,20200519,47,1,中国,20250405,33862.0
C1697,20200430,25,1,北海道,20250501,-1319.0
C1677,20231010,63,1,北海道,20250506,15522.0
C1870,20230602,53,2,中部,20250206,13300.0
C1016,20241020,62,2,東北,20250310,4566.0
C0609,20240323,37,2,九州,20251024,2501.0
C0446,20230716,33,1,北海道,20250623,-3155.0
C0221,20210518,49,1,近畿,20250214,48806.0
C1579,20230505,41,2,北海道,20250503,34181.0
C1969,20220705,41,1,中部,20250127,35758.0
C1828,20210909,34,2,四国,20250712,37396.0
C1402,20210807,60,1,九州,20251206,8230.0
C1644,20200422,30,2,関東,20250516,47242.0
C1290,20200702,53,1,九州,20250714,12754.0
C0095,20230825,72,2,四国,20250218,46080.0
C0262,20200401,65,2,関東,20250406,29404.0
C1849,20201111,48,1,北海道,20250501,17564.0
C0897,20230711,57,2,東北,20250906,27362.0
C1095,20201103,38,2,中部,20250805,13227.0
C1978,20230319,45,1,四国,20250424,19760.0
C0219,20201114,41,2,北海道,20250114,24723.0
C1557,20241211,32,2,中国,20250303,42475.0
C0092,20240215,61,2,中国,20250212,12215.0
C0127,20230625,42,2,近畿,20250828,538.0
C0080,20230811,73,2,東北,,16699.0
C1848,20200712,36,2,北海道,20250127,38085.0
C1262,20230202,68,1,東北,20251120,7454.0
C0983,20230314,19,2,四国,20250830,43217.0
C1396,20210702,46,2,東北,20250828,36223.0
C0916,20240326,79,2,九州,20251031,16711.0
C0486,20230507,24,2,近畿,20250308,10059.0
C0694,20210330,66,2,北海道,20251008,43398.0
C0025,20230112,62,2,中国,20250711,-3714.0
C0156,20210104,21,2,関東,20250429,29297.0
C1541,20220318,50,1,東北,20250601,37768.0
C0632,20211019,71,2,四国,20250922,34423.0
C1813,20221029,54,1,中国,20250819,29645.0
C1554,20220127,39,2,九州,20251217,37709.0
C1967,20220520,38,1,四国,20250906,21485.0
C1734,20220610,73,2,関東,20250228,27267.0
C1081,20230514,71,1,九州,,49583.0
C1629,20230501,58,1,中国,20250620,46630.0
C0019,20240113,42,2,近畿,20251217,40823.0
C1408,20240919,48,1,四国,20250512,22086.0
C1889,20210507,50,1,北海道,20251223,11484.0
C1217,20240510,20,2,関東,20250516,-1913.0
C0237,20240630,20,2,近畿,20250211,33596.0
C1411,20241207,36,2,関東,20251101,13675.0
C1450,20200122,53,2,四国,20250106,49619.0
C0277,20220401,49,1,九州,20251125,19680.0
C1251,20241015,34,1,中部,20250619,12077.0
C0745,20240914,64,1,九州,20251015,49938.0
C0552,20220623,33,2,,20251204,33174.0
C1347,20210919,19,1,中国,20250803,6432.0
C1177,20211010,43,1,北海道,20250310,-1509.0
C0639,20200826,68,2,中部,20250127,41126.0
C0237,20240630,20,2,近畿,20250813,41122.0
C0998,20211118,29,2,関東,20251118,-1608.0
C0055,20230903,56,1,中国,20250822,-2732.0
C1460,20240803,78,1,東北,20250220,33400.0
C0684,20211120,37,2,関東,20250529,31551.0
C0109,20200409,56,2,近畿,20250316,23088.0
C1890,20230503,34,1,北海道,20251102,9479.0
C1208,20220512,25,2,関東,20250402,NaN
C1975,20230225,24,2,北海道,20250309,43155.0
C1392,20200105,48,2,近畿,20250823,17357.0
C1222,20210507,61,2,九州,20251228,969.0
C1395,20201106,35,1,四国,20250524,3981.0
C0373,20210325,53,2,関東,20250317,16032.0
C0973,20200710,52,1,中部,20250327,49091.0
C1521,20200501,58,2,中国,20250815,36618.0
C1623,20210219,66,2,九州,20251229,19408.0
C0201,20200301,22,1,九州,20250225,19241.0
C0849,20200113,46,1,中国,20250321,42940.0
C0509,20210601,65,2,関東,20250124,12402.0
C1346,20231227,44,1,中部,20250815,46105.0
C0275,20240515,57,1,中国,20250128,20766.0
C0211,20240306,78,1,関東,20250501,-1343.0
C0504,20210713,61,2,関東,20250403,16230.0
C1927,20201228,36,1,関東,20251207,13680.0
C1142,20211222,65,1,東北,20250422,12158.0
C0703,20241126,19,1,四国,20251211,14195.0
C1578,20220531,68,2,,20250131,37340.0
C0042,20201226,24,1,九州,20250523,30950.0
C0315,20240407,60,1,九州,20251025,7979.0
C0788,20200618,25,2,中部,20250815,2867.0
C0329,20230415,48,2,関東,20251224,10155.0
C1041,20220428,70,1,関東,20250907,8006.0
C0283,20221023,73,2,北海道,20250219,-671.0
C0943,20220511,51,2,東北,20250802,17551.0
C0258,20230629,55,2,関東,20250926,30865.0
C0575,20230519,56,1,近畿,20251015,-3596.0
C0574,20210429,39,2,近畿,20250714,32869.0
C0612,20221129,76,2,中部,20250911,-3631.0
C1043,20231114,63,1,中部,20250320,49649.0
C1553,20220209,76,1,九州,20250901,34433.0
C0837,20200725,29,1,北海道,20250401,13448.0
C0423,20220928,32,2,北海道,20250106,30533.0
C1490,20200126,38,1,北海道,20251008,46969.0
C1397,20200225,77,1,四国,20250530,19175.0
C0758,20200308,45,1,近畿,20251120,-4284.0
C0763,20211113,80,1,北海道,20251009,8850.0
C1991,20220729,26,2,九州,20250710,48192.0
C1105,20231130,74,2,四国,20251001,-3289.0
C1575,20240121,60,2,近畿,20250314,20801.0
C1572,20230829,25,2,中部,20251114,16751.0
C0424,20210324,72,1,九州,20250309,34029.0
C0429,20220127,49,1,近畿,20251031,44160.0
C1412,20200417,51,2,北海道,20250304,20173.0
C1945,20220226,79,1,九州,20250514,48270.0
C1733,20220926,50,1,九州,20251103,1086.0
C1694,20240518,79,1,東北,20250925,42130.0
C0204,20230830,40,1,関東,20250811,6223.0
C0196,20201025,75,2,北海道,20250506,11220.0
C0728,20240918,47,1,東北,20250922,8392.0
C0285,20220722,51,2,関東,20250107,15051.0
C1993,20200527,53,1,北海道,20250725,-2754.0
C0196,20201025,75,2,北海道,20250628,15010.0
C0307,20200309,59,2,北海道,20250702,-2178.0
C1688,20211115,29,1,北海道,20250816,19667.0
C0014,20200219,33,1,中部,20250824,12234.0
C1861,20220605,47,2,関東,20250526,25654.0
C1170,20210718,28,1,中国,20250227,45259.0
C1962,20210607,48,1,関東,20251023,44451.0
C1081,20230514,71,1,九州,20250829,4669.0
C0723,20200909,52,2,近畿,20251211,16784.0
C0780,20230831,46,1,北海道,20251014,24672.0
C1234,20230212,75,1,関東,20250612,-3918.0
C0529,20241022,64,2,九州,20250126,6148.0
C0798,20211124,54,1,近畿,20250416,22494.0
C0344,20211023,58,2,中国,20250828,35935.0
C1739,20200117,40,1,中国,20251206,4557.0
C1635,20220928,67,1,中部,20251128,46952.0
C1303,20210524,28,1,近畿,20250211,39496.0
C0209,20240617,75,2,中国,20250513,31719.0
C0641,20211108,36,2,東北,20251113,42445.0
C1359,20220901,50,2,近畿,20250213,43737.0
C1312,20200531,23,2,中部,20250204,36735.0
C0252,20200502,28,1,近畿,20251230,34536.0
C1289,20220630,31,2,東北,20251213,45604.0
C0271,20220210,22,2,中国,20250101,45833.0
C1948,20210731,67,2,北海道,20250814,9039.0
C0920,20210723,23,2,関東,20251026,-2697.0
C1724,20211003,68,2,東北,20251015,42931.0
C0419,20200119,52,2,北海道,20250824,34925.0
C1750,20210921,75,1,九州,20251225,46003.0
C0795,20220702,45,1,北海道,20250202,13281.0
C1235,20240113,53,2,北海道,20250405,43897.0
C1389,20200721,49,1,四国,20250724,17209.0
C1100,20211225,26,1,東北,20250419,23173.0
C1684,20240326,47,1,東北,20251118,37287.0
C1345,20220501,19,1,北海道,20250130,20190.0
C0725,20220313,25,1,北海道,20250923,28012.0
C0433,20200723,37,1,中国,20250123,36716.0
C0109,20200409,56,2,近畿,20250407,36783.0
C0641,20211108,36,2,東北,20250208,38787.0
C1546,20231112,57,2,中国,20250622,15191.0
C1071,20211220,80,1,四国,20250905,-2221.0
C0379,20211023,39,2,北海道,20250611,13230.0
C1851,20200523,77,1,九州,20250629,41491.0
C1120,20221217,77,2,近畿,20250413,18405.0
C0958,20230531,32,1,九州,20250728,7803.0
C0103,20210425,30,2,関東,20250122,44625.0
C0892,20210409,35,1,関東,20250105,48283.0
C0854,20240101,64,1,北海道,20250519,22825.0
C1170,20210718,28,1,中国,20250802,8698.0
C1904,20241224,26,1,四国,20250609,29560.0
C1966,20200504,53,1,中部,20250519,10376.0
C1952,20240826,74,1,中国,20250525,13118.0
C1051,20230301,59,2,九州,20250609,8117.0
C1756,20210203,20,2,東北,20250324,34983.0
C0530,20201118,48,2,四国,20250604,32956.0
C0679,20240825,38,2,四国,20251015,43786.0
C1969,20220705,41,1,中部,20251113,42469.0
C0989,20220404,25,2,北海道,20251008,33049.0
C1106,20210122,78,2,中部,20250305,17242.0
C0428,20200520,69,2,関東,20250711,-4056.0
C1608,20210915,55,1,北海道,20250605,26695.0
C0822,20210209,37,2,中国,20250401,-3489.0
C1503,20210609,66,2,北海道,20250522,48233.0
C1790,20221119,70,2,中国,20250211,40486.0
C1186,20241228,54,2,東北,20250906,17502.0
C1863,20200104,55,1,近畿,20251022,45010.0
C0932,20230112,58,2,北海道,20250915,47712.0
C1426,20211128,26,2,関東,20251203,19805.0
C1532,20220310,34,2,中部,20250101,21993.0
C1062,20200807,28,1,九州,20250419,3369.0
C1979,20240117,31,1,中国,20250505,39888.0
C0511,20220120,77,1,四国,20250305,41489.0
C0393,20200424,29,2,関東,20250725,30383.0
C0713,20210424,71,1,九州,20251204,12997.0
C0494,20220617,20,2,四国,20250901,10629.0
C1224,20210513,55,1,中部,20250319,26949.0
C1279,20210404,56,1,北海道,20250421,-2160.0
C1203,20240921,22,2,中部,20250522,9051.0
C0547,20230612,29,1,北海道,20250804,22523.0
C0594,20220507,23,2,四国,20250116,-3226.0
C0389,20220831,67,1,北海道,20250223,8262.0
C1422,20210828,32,1,,20250521,-1129.0
C1756,20210203,20,2,東北,20251202,NaN
C0158,20200223,76,2,九州,20250320,NaN
C1028,20220130,28,1,北海道,20250529,22385.0
C0167,20230718,73,2,近畿,20250507,37176.0
C1492,20220912,67,1,東北,20250607,24289.0
C0960,20200614,29,1,四国,20251006,-1740.0
C0409,20210215,28,2,関東,20250207,27019.0
C1436,20240102,33,2,四国,20250606,-1855.0
C1228,20200814,40,2,東北,20251129,26753.0
C0194,20231021,58,1,北海道,20251015,2802.0
C0235,20210523,58,2,九州,20250422,-2737.0
C0718,20220508,35,2,中国,20250709,21913.0
C1174,20220714,63,1,東北,20250416,3155.0
C1183,20230126,63,2,北海道,20250401,-4078.0
C1303,20210524,28,1,近畿,20251220,1695.0
C0816,20221223,67,1,東北,20251028,15672.0
C0404,20220127,23,1,関東,20250218,33526.0
C0893,20241109,34,1,近畿,20250610,40344.0
C0678,20210830,47,2,北海道,20250104,14014.0
C1335,20200701,23,2,四国,20250717,2816.0
C0068,20200407,62,1,中国,20251116,20743.0
C1487,20210723,22,1,北海道,20251230,35324.0
C0088,20200527,50,1,九州,20250911,43993.0
C0217,20230402,79,2,四国,20250331,23539.0
C0001,20200519,64,1,近畿,20251108,25102.0
C1159,20240509,52,2,中国,20250120,33698.0
C1721,20230918,67,2,中国,20250318,6633.0
C1375,20211022,30,1,中部,20250808,18384.0
C0140,20230306,67,1,九州,20250611,-1488.0
C0618,20211216,21,2,中部,20251209,1066.0
C0133,20201010,47,1,北海道,20250425,26500.0
C1644,20200422,30,2,関東,20250404,8207.0
C0178,20221130,21,1,東北,20250513,15106.0
C0810,20220506,32,1,中国,20250621,9322.0
C1382,20230619,42,2,関東,20250424,49800.0
C0380,20220127,34,1,北海道,20250109,29828.0
C0908,20230715,48,1,中部,20251026,41781.0
C1895,20220530,64,1,北海道,20250917,14418.0
C0658,20220901,39,1,東北,20250619,-2613.0
C0450,20240114,23,2,四国,20251117,3031.0
C0586,20240105,72,1,近畿,20250408,-3201.0
C0463,20241123,52,2,近畿,20250618,48559.0
C0990,20240102,65,2,北海道,20251107,30548.0
C1132,20220219,64,2,北海道,20250806,28895.0
C0122,20211023,61,1,中国,20251209,19914.0
C0017,20211226,42,2,九州,20251212,35133.0
C1220,20220803,19,1,北海道,20250213,9635.0
C0327,20240420,47,1,九州,20250918,35379.0
C0318,20200301,74,1,四国,20251012,40414.0
C0809,20240314,64,2,中国,20250506,2535.0
C1503,20210609,66,2,北海道,20250917,42272.0
C1276,20220326,39,2,中国,20251221,37132.0
C0503,20210118,79,1,近畿,20250802,-2192.0
C0119,20220331,74,2,九州,20251101,8055.0
C1698,20220320,63,1,近畿,20250719,22605.0
C0710,20220814,68,2,四国,20250824,21665.0
C1522,20210307,46,1,東北,20251207,27767.0
C1510,20231123,70,2,近畿,20250516,-703.0
C0045,20200805,65,2,近畿,20250426,38977.0
C0314,20220115,22,1,九州,20250604,15943.0
C1203,20240921,22,2,中部,20251207,28216.0
C1918,20201029,79,2,九州,20251113,8.0
C0418,20240213,34,2,九州,20251208,16277.0
C0556,20240214,37,2,近畿,20250118,44945.0
C1807,20210804,37,2,北海道,20250104,11820.0
C1102,20240607,27,2,近畿,20250614,1012.0
C0326,20231113,70,2,四国,20250507,17253.0
C1714,20210505,35,1,四国,20250801,24202.0
C1381,20240424,21,2,東北,20250217,24236.0
C1440,20200420,21,1,東北,20250215,-3380.0
C1987,20231011,42,2,関東,20250215,41352.0
C0515,20220101,70,2,中部,20250217,48460.0
C0214,20240422,52,1,中部,20250706,28716.0
C1878,20231110,69,2,九州,20250430,48096.0
C0074,20241220,43,2,中国,20250512,4319.0
C1587,20211024,75,1,九州,20250119,11575.0
C1603,20210401,47,2,東北,20251002,7204.0
C0509,20210601,65,2,関東,20250820,6952.0
C0332,20220317,19,1,北海道,20250211,12787.0
C1117,20210425,41,1,中国,20250402,46142.0
C0688,20200225,61,1,中国,20250918,28872.0
C0657,20231231,36,1,中部,20250217,24376.0
C1543,20241009,67,2,四国,20251009,-4452.0
C1293,20210416,67,2,中国,20250315,6640.0
C1400,20220519,49,1,中国,20250804,21437.0
C1858,20230116,41,1,中部,20250809,17145.0
C1028,20220130,28,1,北海道,20250419,2903.0
C1162,20240130,35,1,近畿,20250515,13168.0
C1255,20240826,37,1,北海道,20251209,21863.0
C0600,20240516,49,2,関東,20250826,38381.0
C1553,20220209,76,1,九州,20250604,23548.0
C1076,20211212,59,1,関東,20251125,44956.0
C1670,20240226,69,2,中部,20250225,3990.0
C1747,20211220,64,2,北海道,20250717,6467.0
C0325,20210720,60,2,四国,20251111,18901.0
C0992,20200629,23,2,九州,20250207,18301.0
C1994,20240402,73,1,北海道,20251207,32006.0
C1929,20240425,52,2,中国,20251205,14644.0
C1755,20240813,22,1,中部,20250805,-633.0
C0717,20201230,62,1,近畿,20250819,33419.0
C0723,20200909,52,2,近畿,20251208,11204.0
C0277,20220401,49,1,九州,20250914,14755.0
C0536,20220808,50,2,北海道,20250728,-2907.0
C1510,20231123,70,2,近畿,20250720,-999.0
C1540,20241109,46,1,近畿,20250517,25783.0
C0152,20200624,32,1,東北,20250508,17940.0
C0955,20241222,24,1,関東,20250222,2810.0
